name;rating;convenience;security;functionality;comment 
Ангар 18;4.9;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Порт 13;0.6;1;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Университет 24;0.8;1;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 63;4.0;5;3;5;Это здание является примером функционального дизайна.
Скворечник 96;2.7;5;5;5;Это здание является примером функционального дизайна.
Шале 62;3.8;5;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Автомойка 6;0.1;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Кладбище 46;4.5;2;5;4;Это здание представляет собой типичный образец современной архитектуры.
Скворечник 96;0.3;2;1;4;Это здание очень функционально.
Логово 53;0.5;3;2;1;Это здание имеет стандартную конструкцию.
Ангар 18;3.1;3;3;5;Мне нравится дизайн этого здания.
Цирк 63;2.4;2;3;2;Это здание не имеет особых архитектурных особенностей.
Ферма 7;1.4;2;4;3;Это здание является примером функционального дизайна.
Утятник 21;4.3;4;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 63;4.3;2;5;3;Это здание не имеет особых архитектурных особенностей.
Парк 32;4.2;4;4;1;Это великолепное здание!
Силок 93;4.9;2;1;5;Это здание является примером функционального дизайна.
Нефтепровод 1;1.9;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Паутинник 25;3.9;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Логово 53;2.0;2;3;2;Это здание имеет стандартную конструкцию.
ТЭЦ 23;4.7;3;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Конюшня 60;3.5;5;2;2;Это здание является примером функционального дизайна.
Больница 12;0.7;1;3;4;Это здание не имеет особых архитектурных особенностей.
Мостки 78;0.8;1;5;2;Это великолепное здание!
Офис 88;4.0;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ресторан 74;3.0;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Верфь 31;4.1;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 76;2.2;2;1;3;Это здание имеет стандартную конструкцию.
Отель 37;2.9;1;4;5;Это здание не имеет особых архитектурных особенностей.
ТЭЦ 23;1.7;2;2;4;Это здание построено из стандартных строительных материалов.
Гнездо 28;3.3;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Улей 14;2.4;3;1;5;Это здание является примером функционального дизайна.
Шале 62;4.4;4;5;1;Это здание имеет стандартную конструкцию.
Сеть 63;4.8;2;1;2;Это здание имеет стандартную конструкцию.
Университет 24;3.7;5;4;2;Это здание является примером функционального дизайна.
Дуплянка 30;5.0;2;3;2;Это здание не имеет особых архитектурных особенностей.
Кафе 90;0.5;2;3;5;Это великолепное здание!
Улей 94;4.3;4;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Склад 76;3.2;5;1;5;У этого здания отличная архитектура.
Конюшня 60;3.5;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Парк 16;1.2;4;5;2;Это здание является примером функционального дизайна.
Утятник 21;2.8;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Склад 76;4.0;4;5;4;Это здание имеет стандартную конструкцию.
Институт 47;0.2;3;3;3;Это здание имеет стандартную конструкцию.
Ресторан 74;1.5;5;3;3;Это великолепное здание!
Гараж 50;2.6;1;1;4;Это здание является примером функционального дизайна.
Паутинник 25;0.4;2;5;3;Это великолепное здание!
Борть 76;0.3;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 25;4.0;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Парк 32;3.7;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 25;0.5;2;3;2;Это здание очень функционально.
Логово 50;2.9;3;3;4;Это здание не имеет особых архитектурных особенностей.
Сеть 63;3.7;3;4;2;Это здание построено из стандартных строительных материалов.
Эскалатор 93;2.5;5;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дуплянка 63;4.5;5;2;2;Это здание не имеет особых архитектурных особенностей.
Ангар 18;1.6;4;5;2;Это здание не имеет особых архитектурных особенностей.
Тоннель 30;2.7;5;1;5;Это здание построено из стандартных строительных материалов.
Борть 76;4.5;5;5;1;Это здание является примером функционального дизайна.
Логово 50;2.0;5;3;1;Это здание построено из стандартных строительных материалов.
Улей 94;0.4;4;3;2;Это здание имеет стандартную конструкцию.
Парк 16;2.5;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Гусятник 7;2.0;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 69;2.5;2;2;2;Мне нравится дизайн этого здания.
Док 30;1.0;4;2;1;Это здание является примером функционального дизайна.
Лифт 59;2.5;1;1;5;Это здание не имеет особых архитектурных особенностей.
Церковь 50;0.9;4;5;4;Это великолепное здание!
Тоннель 40;1.2;2;1;3;Это здание очень функционально.
Нефтепровод 1;4.3;5;5;5;У этого здания отличная архитектура.
Пирс 96;4.9;2;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верблюжатник 30;4.4;3;3;4;Это здание является примером функционального дизайна.
Верфь 31;3.0;3;4;3;Это великолепное здание!
Мостки 47;5.0;3;5;4;Это здание является примером функционального дизайна.
Мансарда 25;4.6;4;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Академия 42;3.9;1;1;4;Это здание имеет стандартную конструкцию.
ТЭЦ 23;1.9;5;3;1;Это здание не имеет особых архитектурных особенностей.
Офис 88;1.4;3;2;5;Это здание имеет стандартную конструкцию.
Страусятник 52;3.3;1;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гусятник 7;4.0;2;2;3;Это великолепное здание!
Страусятник 52;1.6;2;4;5;Это здание имеет стандартную конструкцию.
Кладбище 46;1.6;5;4;2;Мне нравится дизайн этого здания.
Школа 1;1.0;3;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Шале 48;2.6;1;5;3;Это здание не имеет особых архитектурных особенностей.
Петля 100;2.0;3;5;2;У этого здания отличная архитектура.
Шале 62;1.7;1;4;2;У этого здания отличная архитектура.
Офис 88;1.8;3;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Логово 62;4.7;2;3;3;Это здание не имеет особых архитектурных особенностей.
Кафе 87;2.0;4;4;4;Это здание имеет стандартную конструкцию.
Мостки 78;2.7;2;1;4;Это здание построено из стандартных строительных материалов.
Верфь 31;4.8;2;4;4;Это здание является примером функционального дизайна.
Гусятник 5;2.5;2;3;4;Это здание является примером функционального дизайна.
Эскалатор 37;2.2;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Цирк 63;2.5;5;2;3;Это здание построено из стандартных строительных материалов.
Отель 37;1.5;1;2;1;У этого здания отличная архитектура.
Курятник 51;2.9;5;3;5;Это здание не имеет особых архитектурных особенностей.
Канализация 71;2.8;1;2;3;У этого здания отличная архитектура.
Лестница 83;0.5;3;1;2;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 1;2.5;2;4;5;Это великолепное здание!
Гусятник 50;0.4;1;3;5;Это здание построено из стандартных строительных материалов.
Шале 62;0.9;4;5;1;Это здание не имеет особых архитектурных особенностей.
Эскалатор 93;4.7;2;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Лифт 59;2.7;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Логово 53;0.8;4;1;5;У этого здания отличная архитектура.
Бункер 57;4.0;2;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Паутинник 25;1.7;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Замок 46;3.5;2;5;2;Это здание имеет стандартную конструкцию.
Паутинник 64;3.3;1;5;1;Это здание очень функционально.
Тоннель 40;1.0;5;4;5;Это здание не имеет особых архитектурных особенностей.
Эскалатор 37;4.6;4;1;1;Это здание является примером функционального дизайна.
Сеть 63;1.4;1;3;5;Это здание имеет стандартную конструкцию.
Мануфактура 89;4.5;3;5;1;Это здание представляет собой типичный образец современной архитектуры.
Эскалатор 93;1.9;4;2;5;Это здание является примером функционального дизайна.
Петля 100;1.3;2;5;3;Это здание имеет стандартную конструкцию.
Ламарий 79;4.8;5;2;4;Это здание является примером функционального дизайна.
Утятник 21;1.2;5;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гнездо 84;4.3;1;2;3;Это здание является примером функционального дизайна.
Курятник 85;1.0;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Стадион 64;3.0;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Парк 16;4.9;5;2;5;Это здание имеет стандартную конструкцию.
Дуплянка 63;1.7;3;1;4;Это здание не имеет особых архитектурных особенностей.
Мостки 47;4.2;4;3;2;Это здание не имеет особых архитектурных особенностей.
Школа 1;5.0;1;1;1;Мне нравится дизайн этого здания.
Ламарий 79;3.3;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Улей 94;1.5;1;4;4;Это здание представляет собой типичный образец современной архитектуры.
Верфь 25;3.5;3;5;2;Это здание не имеет особых архитектурных особенностей.
Газопровод 16;1.3;4;2;3;Это здание не имеет особых архитектурных особенностей.
Тоннель 30;2.9;3;2;1;Это здание построено из стандартных строительных материалов.
Скворечник 96;0.3;3;5;3;У этого здания отличная архитектура.
Эскалатор 93;0.8;3;4;5;Это здание очень функционально.
Дуплянка 30;3.9;4;4;2;У этого здания отличная архитектура.
Институт 47;3.9;1;3;2;Это здание является примером функционального дизайна.
Борть 76;4.1;2;1;1;Это великолепное здание!
Логово 50;2.5;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 25;4.5;2;1;3;Это здание построено из стандартных строительных материалов.
Сеть 63;4.2;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 25;2.2;4;3;1;Это здание не имеет особых архитектурных особенностей.
Электростанция 69;0.4;3;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гараж 50;4.9;4;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Парк 16;1.6;1;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Автомойка 6;0.5;2;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Газопровод 16;4.2;2;1;3;У этого здания отличная архитектура.
Дуплянка 63;1.5;4;5;4;Это здание построено из стандартных строительных материалов.
Утятник 21;4.4;5;5;1;Это здание не имеет особых архитектурных особенностей.
Пандус 35;2.0;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Верблюжатник 30;3.6;3;4;5;Это здание не имеет особых архитектурных особенностей.
Волчатник 91;3.8;2;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Страусятник 52;3.8;1;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Церковь 50;4.7;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Пандус 35;2.5;5;3;5;Это великолепное здание!
Пандус 35;3.2;5;1;4;У этого здания отличная архитектура.
Дуплянка 19;3.6;3;3;4;Это здание является примером функционального дизайна.
Тоннель 40;1.6;3;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Газопровод 16;2.3;1;5;2;Это здание очень функционально.
Волчатник 91;3.8;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Университет 24;5.0;2;4;3;Это здание является примером функционального дизайна.
Ангар 18;4.0;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Лестница 83;3.0;2;2;1;Это здание построено из стандартных строительных материалов.
Газопровод 16;2.8;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Логово 62;2.9;4;2;5;Это здание имеет стандартную конструкцию.
Ламарий 79;4.4;4;5;2;Это здание имеет стандартную конструкцию.
Мансарда 25;0.6;5;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Логово 50;3.0;4;2;5;Это здание очень функционально.
Скворечник 96;2.7;4;5;5;Это здание построено из стандартных строительных материалов.
Док 30;4.8;2;2;3;Это великолепное здание!
Автомойка 76;3.9;4;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 30;4.4;2;5;3;Это здание построено из стандартных строительных материалов.
Шале 48;2.9;2;4;4;Это великолепное здание!
Тоннель 40;2.4;1;3;4;Это здание имеет стандартную конструкцию.
Институт 47;1.0;5;4;3;Это здание очень функционально.
Утятник 22;0.2;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Университет 24;4.6;1;3;1;Это здание представляет собой типичный образец современной архитектуры.
Логово 62;0.5;4;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 96;4.6;5;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мостки 70;3.3;3;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мануфактура 89;1.9;3;4;4;Это здание является примером функционального дизайна.
Путепровод 43;4.7;2;3;5;Это здание построено из стандартных строительных материалов.
Волчатник 89;2.4;4;2;5;Это здание очень функционально.
Кафе 87;1.5;5;3;5;Это здание представляет собой типичный образец современной архитектуры.
Гусятник 7;3.0;2;5;2;Это здание имеет стандартную конструкцию.
Канализация 5;0.6;5;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тоннель 30;2.7;3;5;2;Это здание является примером функционального дизайна.
Канализация 71;3.4;5;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Тоннель 30;0.4;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Академия 42;1.0;2;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гараж 50;0.3;2;5;2;У этого здания отличная архитектура.
Верфь 31;5.0;4;5;4;Это здание имеет стандартную конструкцию.
Порт 13;0.3;3;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тоннель 40;1.5;4;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Курятник 85;2.9;4;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ангар 18;2.6;5;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 57;4.3;5;2;3;Это здание не имеет особых архитектурных особенностей.
Офис 88;1.4;2;1;4;Это здание не имеет особых архитектурных особенностей.
Гнездо 28;0.9;2;2;4;Это здание построено из стандартных строительных материалов.
Кладбище 46;0.2;1;4;2;Это здание является примером функционального дизайна.
Кафе 87;1.0;1;4;2;Это здание имеет стандартную конструкцию.
Пандус 35;4.3;4;5;3;Это здание построено из стандартных строительных материалов.
Верфь 25;1.5;4;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мостки 78;2.4;2;2;5;Это здание не имеет особых архитектурных особенностей.
Кошара 38;2.9;1;1;3;Это здание не имеет особых архитектурных особенностей.
Ресторан 74;0.4;2;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верблюжатник 30;5.0;3;3;1;Это здание построено из стандартных строительных материалов.
Силок 93;0.4;5;4;4;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 25;4.5;2;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 25;5.0;1;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Банк 25;1.2;3;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Курятник 85;4.1;3;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Страусятник 25;3.5;2;4;2;Мне нравится дизайн этого здания.
Свиноферма 69;0.8;4;2;3;Это здание не имеет особых архитектурных особенностей.
Логово 50;0.5;1;3;1;Это здание построено из стандартных строительных материалов.
Гнездо 84;2.7;3;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гусятник 5;2.1;4;3;5;Это здание имеет стандартную конструкцию.
Ангар 18;1.9;3;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Паутинник 64;4.8;3;2;4;Это здание представляет собой типичный образец современной архитектуры.
Эскалатор 37;4.4;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 60;3.5;3;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Автомойка 76;2.3;2;1;5;Это здание является примером функционального дизайна.
Кладбище 46;2.1;5;5;3;Мне нравится дизайн этого здания.
Гусятник 98;3.9;1;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Больница 70;2.8;5;4;5;Это здание построено из стандартных строительных материалов.
Отель 37;1.1;3;2;2;Это здание имеет стандартную конструкцию.
Церковь 50;1.6;5;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Банк 25;4.6;5;1;3;Это здание построено из стандартных строительных материалов.
Больница 70;4.6;1;2;5;Это здание не имеет особых архитектурных особенностей.
Логово 53;0.3;5;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 46;1.7;3;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Овчарня 67;4.2;5;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Автомойка 76;2.3;2;5;4;Это здание имеет стандартную конструкцию.
Логово 50;4.7;1;5;2;Это здание не имеет особых архитектурных особенностей.
Лестница 83;1.1;1;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 57;4.7;4;3;3;Это здание является примером функционального дизайна.
Супермаркет 32;0.2;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Скворечник 89;2.1;1;4;5;Это здание построено из стандартных строительных материалов.
Ресторан 74;1.3;4;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Курятник 85;2.0;2;4;3;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 30;2.1;2;1;3;Это здание построено из стандартных строительных материалов.
Замок 46;0.4;1;1;3;Это здание представляет собой типичный образец современной архитектуры.
Паутинник 25;2.9;3;3;3;Это здание очень функционально.
Ферма 7;3.9;2;3;4;Это здание является примером функционального дизайна.
Газопровод 16;2.3;5;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кафе 38;3.5;1;4;1;Это здание не имеет особых архитектурных особенностей.
Свиноферма 69;1.4;5;4;3;У этого здания отличная архитектура.
Утятник 22;0.8;3;3;4;Мне нравится дизайн этого здания.
Улей 14;4.3;3;5;4;Мне нравится дизайн этого здания.
Утятник 21;2.5;5;2;1;Это здание имеет стандартную конструкцию.
Верблюжатник 30;3.6;5;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гнездо 28;4.7;2;5;5;Это здание представляет собой типичный образец современной архитектуры.
Мостки 70;0.1;2;2;1;Это здание не имеет особых архитектурных особенностей.
Супермаркет 32;1.1;3;4;3;Это здание является примером функционального дизайна.
ТЭЦ 23;0.2;3;4;1;Это здание является примером функционального дизайна.
Отель 37;2.6;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Цирк 63;4.6;2;1;5;Это здание имеет стандартную конструкцию.
Силок 93;2.3;3;5;5;Это здание является примером функционального дизайна.
Мансарда 25;3.9;2;3;1;Это здание является примером функционального дизайна.
Склад 76;4.3;4;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Страусятник 25;1.6;1;3;5;Это здание не имеет особых архитектурных особенностей.
Мануфактура 89;0.8;2;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кладбище 46;1.4;5;2;4;Это здание является примером функционального дизайна.
Школа 1;4.6;4;2;2;Это здание очень функционально.
Мостки 78;1.5;3;2;3;Это здание построено из стандартных строительных материалов.
Борть 76;3.5;5;5;3;Это здание является примером функционального дизайна.
Петля 100;0.3;1;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Автомойка 76;4.7;1;2;3;Это здание построено из стандартных строительных материалов.
Банк 25;0.6;4;5;2;Это здание построено из стандартных строительных материалов.
Канализация 5;1.1;3;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ресторан 74;1.0;5;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Замок 46;3.0;1;1;4;Это здание является примером функционального дизайна.
Волчатник 91;2.5;1;3;1;Мне нравится дизайн этого здания.
Мостки 70;0.7;5;3;3;Это здание построено из стандартных строительных материалов.
Утятник 22;1.0;1;2;5;Это здание построено из стандартных строительных материалов.
Логово 53;0.4;4;1;3;Это здание не имеет особых архитектурных особенностей.
Отель 37;4.3;5;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Парк 16;3.6;2;5;2;Это здание не имеет особых архитектурных особенностей.
Скворечник 96;3.0;5;1;3;Это здание построено из стандартных строительных материалов.
Логово 53;3.6;2;2;1;Мне нравится дизайн этого здания.
Бункер 57;2.6;5;3;3;Это здание имеет стандартную конструкцию.
Мансарда 25;2.7;3;2;1;Это здание не имеет особых архитектурных особенностей.
Институт 47;1.8;5;4;4;Это здание не имеет особых архитектурных особенностей.
Лифт 59;3.8;1;4;5;У этого здания отличная архитектура.
Лестница 83;1.4;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Мостки 78;4.4;5;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 63;3.0;1;5;1;Мне нравится дизайн этого здания.
Улей 14;1.5;5;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Курятник 51;1.2;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
Ангар 18;1.4;5;4;3;Это здание является примером функционального дизайна.
Стадион 64;0.9;3;2;3;Это великолепное здание!
Гусятник 5;4.9;1;3;3;Мне нравится дизайн этого здания.
Свиноферма 8;0.5;3;2;3;Это великолепное здание!
Склад 76;4.3;5;1;4;Это здание является примером функционального дизайна.
Верфь 31;1.2;4;2;2;Это здание является примером функционального дизайна.
Силок 93;4.0;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Гусятник 5;3.0;3;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Курятник 85;4.0;3;1;2;Это здание построено из стандартных строительных материалов.
Институт 47;1.1;2;2;2;Это здание является примером функционального дизайна.
Супермаркет 32;0.3;3;5;5;Это здание является примером функционального дизайна.
Гнездо 28;2.0;1;3;2;Это здание построено из стандартных строительных материалов.
Улей 14;0.5;1;4;3;Это здание не имеет особых архитектурных особенностей.
Овчарня 67;3.6;3;2;5;Это здание имеет стандартную конструкцию.
Курятник 85;4.6;4;5;5;Мне нравится дизайн этого здания.
Офис 88;2.6;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Лифт 59;0.5;5;5;5;Это здание является примером функционального дизайна.
Лестница 83;0.9;3;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гнездо 28;2.4;2;5;2;Это здание является примером функционального дизайна.
Парк 32;1.6;2;2;3;Это здание не имеет особых архитектурных особенностей.
Кладбище 46;5.0;3;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Овчарня 67;1.1;3;5;4;Это здание имеет стандартную конструкцию.
Кошара 38;0.6;3;4;5;Это здание является примером функционального дизайна.
Улей 94;1.6;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Эскалатор 37;4.0;3;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Паутинник 25;4.9;3;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Свиноферма 8;3.1;4;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кафе 90;1.4;1;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Волчатник 91;2.1;5;2;3;Это здание является примером функционального дизайна.
Гусятник 98;2.0;3;3;1;Это здание представляет собой типичный образец современной архитектуры.
Шале 48;3.7;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 40;1.9;4;2;2;У этого здания отличная архитектура.
Путепровод 43;1.7;5;1;5;Это здание построено из стандартных строительных материалов.
Сеть 63;1.0;4;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
